Ref No	Prapāthaka-Ard	Text	R̥ṣi	Chandas	Dēvata	padapāṭha--rik	Notes
2.4.6.402.3	5.1	आ꣥꣯या꣯ह्ययमिन्दाऽ६वा꣥इ॥ अ꣢श्वा꣡पा꣢ऽ१ताऽ᳒२᳒इ। गो꣯पा꣡ताऊ꣢ऽ३। र्व꣡राऽ२᳐पा꣣ऽ२३४ता꣥इ॥ सो꣡मꣳसोमा꣢ऽ३१॥ प꣢ता꣡इ। पिबा꣢ऽ३ओ꣡ऽ२३४वा꣥॥ ऊ꣣ऽ२३४पा꣥। ऊ꣤पा꣥॥	सूयवसः	ककुप्	इन्द्रः		
2.4.6.403.0	5.1	त्व꣡या꣢ ह स्विद्यु꣣जा꣢ व꣣यं꣡ प्रति꣢꣯ श्व꣣स꣡न्तं꣢ वृषभ ब्रुवीमहि। स꣣ꣳस्थे꣡ जन꣢꣯स्य꣣ गो꣡म꣢तः ॥	सौभरिः काण्वः	ककुप्	इन्द्रः	त्व꣡या꣢꣯। ह꣣। स्वित्। युजा꣢। व꣣य꣢म्। प्र꣡ति꣢꣯। श्व꣣स꣡न्त꣢म्। वृ꣣षभ। ब्रुवीमहि। सँस्थे꣢। स꣣म्। स्थे꣢। ज꣡न꣢꣯स्य। गो꣡म꣢꣯तः। ४०३।	
2.4.6.403.1	5.1	त्व꣥या꣯हस्वीत्॥ यू꣡जा꣯व꣢यम्। प्रा꣡ति꣪श्वासाऽ᳒२᳒। तं꣡वृष꣢भ। ब्रू꣡वी꣢ऽ१माहाऽ२३४इ॥ सꣳ꣣स्था꣢ऽ३इ॥ जा꣡नस्य꣢गो꣡ऽ२३४वा꣥॥ मा꣣ऽ२३४ताः꣥॥	मरुतः	ककुप्	इन्द्रः		धेनुषाम॥
2.4.6.404.0	6.1	To Fill	To Fill	To Fill	To Fill	To Fill	To Fill
2.4.6.404.1	6.1	To Fill	To Fill	To Fill	To Fill	To Fill	To Fill
2.4.6.405.0	5.1	त्वं꣡ न꣢ इ꣣न्द्रा꣡ भ꣢र꣣ ओ꣡जो꣢ नृ꣣म्ण꣡ꣳ श꣢तक्रतो विचर्षणे। आ꣢ वी꣣रं꣡ पृ꣢तना꣣स꣡ह꣢म् ॥	नृमेध आङ्गिरसः	ककुप्	इन्द्रः	त्व꣢म्। नः꣣। इन्द्र। आ꣢। भ꣣र। ओ꣡जः꣢꣯। नृ꣣म्ण꣢म्। श꣣तक्रतो। शत। क्रतो। विचर्षणे। वि। चर्षणे। आ꣢। वी꣣र꣢म्। पृ꣣तनास꣡ह꣢म्। पृ꣣तना। स꣡ह꣢꣯म्। ४०५।	
2.4.6.405.1	5.1	त्व꣤न्न꣥ई꣤॥ द्र꣢आ꣡꣯भाऽ२३रा꣢। ओ꣡जो꣯नृ꣢म्णम्। शा꣡तक्रता꣢ऽ३उ। वी꣡च꣢र्षा꣣ऽ२३४णा꣥इ॥ आ꣡वी꣯रंपा꣢ऽ३हा꣢ऽ३॥ ता꣡ऽ२᳐ना꣣ऽ२३४औ꣥꣯हो꣯वा॥ सा꣣ऽ२३४हा꣥म्॥	इन्द्रः	ककुप्	इन्द्रः		आभरे द्वे॥
2.4.6.405.2	5.1	त्व꣤न्न꣥इन्द्रा꣤॥ आ꣡꣯भाऽ२३रा꣢। ओ꣡जो꣯नृ꣢म्णम्। शा꣡तक्रता꣢ऽ३उ। वी꣡च꣢र्षा꣣ऽ२३४णा꣥इ॥ आ꣢꣯वी꣡꣯राऽ२३म्पा꣢॥ त꣣ना꣯स꣢हा꣡म्। औऽ२३हो꣤वा꣥। हो꣤ऽ५इ॥ डा॥	इन्द्रः	ककुप्	इन्द्रः		
2.4.6.406.0	5.1	अ꣢धा꣣꣬ ही꣢꣯न्द्र गिर्वण꣣ उ꣡प꣢ त्वा꣣ का꣡म꣢ ई꣣म꣡हे꣢ ससृ꣣ग्म꣡हे꣢। उ꣣दे꣢व꣣ ग्म꣡न्त꣢ उ꣣द꣡भिः꣢ ॥	नृमेध आङ्गिरसः	ककुप्	इन्द्रः	अ꣡ध꣢꣯। हि। इ꣣न्द्र। गिर्वणः। गिः। वनः। उ꣡प꣢꣯। त्वा꣣। का꣡मे꣢꣯। ई꣣म꣡हे꣢। स꣣सृग्म꣡हे꣢। उ꣣दा꣢। इ꣣व। ग्म꣡न्त꣢꣯। उ꣣द꣡भिः꣢। ४०६।	
2.4.6.406.1	5.1	अ꣤धा꣥꣯हिया꣤॥ द्र꣢गि꣡र्वाऽ२३णाः꣢। उ꣡पत्वा꣢꣯का꣯। मई꣡꣯माऽ२३हा꣢इ। ससृ꣡ग्माऽ२३हा꣢इ॥ ऊ꣡देऽ᳒२᳒॥ वग्मा꣡ऽ२३न्ताः꣢। उ꣡दाऽ२३भा꣢इः। इ꣤डाऽ५भीः। हो꣤ऽ५इ॥ डा॥	वायुः	ककुप्	इन्द्रः		ऐषिराणि त्रीणि॥
2.4.6.406.2	5.1	अ꣥धा꣯ही꣯न्द्रगिर्वाऽ६णाः꣥॥ ऊ꣡पत्वा꣢꣯का꣯। मा꣡ई꣢ऽ१माहाऽ᳒२᳒इ। सा꣡सृ꣪ग्माहाऽ᳒२᳒इ॥ ऊ꣡दे꣢ऽ१वाग्माऽ२३॥ त꣤ओवा꣥। दा꣤ऽ५भोऽ६"हा꣥इ॥	वायुः	ककुप्	इन्द्रः		
2.4.6.406.3	5.1	अ꣥धा꣯ही꣯न्द्रगिर्वणाऽ६ए꣥॥ उ꣡पत्वा꣢꣯का꣯। मा꣡ई꣢ऽ१माहा꣢ऽ३इ। सा꣡सृ꣢ग्मा꣣ऽ२३४हा꣥इ॥ उ꣢दौ꣭ऽ३हो꣢ऽ३। वा꣭ऽ३हा꣢ऽ३॥ ग्मा꣡ऽ२᳐। त꣣ऊ꣢ऽ३४औ꣥꣯हो꣯वा॥ द꣢भीऽ३रे꣡ऽ२३꣡४꣡५꣡॥	वायुः	ककुप्	इन्द्रः		
2.4.6.407.0	5.1	सी꣡द꣢न्तस्ते꣣ व꣢यो꣣ य꣢था꣣ गो꣡श्री꣢ते꣣ म꣡धौ꣢ मदि꣣रे꣢ वि꣣व꣡क्ष꣢णे। अ꣣भि꣡ त्वामि꣢꣯न्द्र नोनुमः ॥	सौभरिः काण्वः	ककुप्	इन्द्रः	सी꣡द꣢꣯न्तः। ते꣣। व꣡यः꣢꣯। य꣡था꣢꣯। गो꣡श्री꣢꣯ते। गो। श्री꣣ते। म꣡धौ꣢꣯। म꣣दिरे꣢। वि꣣व꣡क्ष꣢णे। अ꣣भि꣢। त्वाम्। इ꣣न्द्र। नोनुमः। ४०७।	
2.4.6.407.1	5.1	सा꣢ऽ᳐३४इ। दन्त꣥स्ते꣯व꣤। यो꣥꣯याऽ६था꣥॥ गो꣢꣯श्रा꣡इते꣢꣯म꣡। धौ꣢꣯मदि꣡राइ। वा꣢ऽ३इव꣤क्ष꣥। णा꣣ऽ२३꣡४꣡५꣡इ॥ अ꣢भि꣡त्वा꣯माइन्द्रा꣢ऽ३नो꣤ऽ३॥ नू꣢ऽ३४५। मा꣣ऽ२३꣡४꣡५ः꣡॥	प्रजापतिः	ककुप्	इन्द्रः		सीदन्तीये द्वे॥
2.4.6.407.2	5.1	सी꣣꣯द꣤न्त꣥स्ते꣯व꣤यः꣥। य꣣था꣢ऽ३। गो꣡ऽ२३४। श्री꣯ते꣥꣯म꣤धौ꣥꣯म। दि꣤रा꣥इ॥ वि꣣वा꣢ऽ३। हा꣢ऽ३। क्षा꣡ऽ२३४णा꣥इ॥ अ꣣भी꣢ऽ३। हो꣢ऽ३इ। त्वा꣡ऽ२३४मी꣥॥ द्र꣣नो꣢ऽ३। नू꣡ऽ२३४माः। उ꣥हुवाऽ६हा꣥उ॥ वा॥	प्रजापतिः	ककुप्	इन्द्रः		
2.4.6.408.0	5.1	व꣣य꣢मु꣣ त्वा꣡म꣢पूर्व्य स्थू꣣रं꣢꣫ न कच्चि꣣द्भ꣡र꣢न्तोऽव꣣स्य꣡वः꣢। व꣡ज्रिं꣢चि꣣त्र꣡ꣳ ह꣢वामहे ॥	सौभरिः काण्वः	ककुप्	इन्द्रः	व꣣य꣢म्। उ꣣। त्वा꣢म्। अ꣣पूर्व्य। अ। पूर्व्य। स्थूर꣢म्। न। कत्। चि꣣त्। भ꣡र꣢꣯न्तः। अ꣣वस्य꣡वः꣢। व꣡ज्रि꣢꣯न्। चि꣣त्र꣢म्। ह꣣वामहे। ४०८।	
2.4.6.408.1	5.1	व꣥यमु꣣त्वा꣢꣯म꣣पू꣤꣯र्वि꣥या॥ स्थू꣢꣯र꣡न्नकच्चिद्भरन्तआव꣪स्यावाऽ२३४ः॥ वज्रि꣥न्। चि꣣त्रा꣢ऽ३म्॥ हा꣡ऽ२३वा꣤ऽ३। मा꣢ऽ३४५होऽ६"हा꣥इ॥	सुभरिः	ककुप्	इन्द्रः		सौभरे द्वे॥ (पक्थम्)।
2.4.6.408.2	5.1	व꣥य꣤मु꣥त्वा꣤꣯म꣥पू꣯र्व्यस्थू꣯र꣤न्नकच्चि꣥द्भरन्तः। ओ꣤वा꣥॥ हा꣢ऽ३हा꣢᳐इ। अ꣣व꣢स्या꣡वाऽ२३꣡४꣡५ः꣡॥ हा꣢ऽ३हा꣢᳐इ। व꣣ज्रिञ्चि꣢त्रा꣡ऽ२३꣡४꣡५꣡म्॥ हा꣢ऽ३हा꣢᳐इ॥ ह꣣वा꣢ऽ३। मा꣡ऽ२३४हाइ। उ꣥हुवाऽ६हा꣥उ॥ वा॥	सुभरिः	ककुप्	इन्द्रः		
2.4.7.409.0	5.1	स्वा꣣दो꣢रि꣣त्था꣡ वि꣢षू꣣व꣢तो꣣ म꣡धोः꣢ पिबन्ति गौ꣣ओयः꣢꣯। या꣡ इन्द्रे꣢꣯ण स꣣या꣡व꣢री꣣र्वृ꣢ष्णा꣣ म꣡द꣢न्ति शो꣣भ꣢था꣣ व꣢स्वी꣣र꣡नु꣢ स्व꣣रा꣡ज्य꣢म् ॥	गोतमो राहूगणः	पङ्क्तिः	इन्द्रः	स्वा꣣दोः꣢। इ꣣त्था꣢। वि꣣षुव꣡तः꣢। वि꣣। सुव꣡तः꣢। म꣡धोः꣢꣯। पि꣣बन्ति। गौ꣡र्यः꣢꣯। याः। इ꣡न्द्रे꣢꣯ण। स꣣या꣡व꣢रीः। स꣣। या꣡व꣢꣯रीः। वृ꣡ष्णा꣢꣯। म꣡द꣢꣯न्ति। शो꣣भ꣡था꣢। व꣡स्वीः꣢꣯। अ꣡नु꣢꣯। स्व꣣रा꣡ज्य꣢म्। स्व꣣। रा꣡ज्य꣢꣯म्। ४०९।	
2.4.7.409.1	5.1	स्वा꣤꣯दो꣣꣯रि꣤त्था꣣꣯वि꣤षू꣥꣯। व꣣ता꣢ऽ३ः। मा꣡ऽ२३४। धोᳲ꣯पि꣥बन्तिगौ꣯। रि꣤याः꣥॥ या꣡꣯इन्द्रे꣯ण꣢। सया꣡꣯वाऽ२३रीः꣢। वृ꣡ष्णा꣢꣯म꣡द꣢। तिशो꣡꣯भाऽ२३था꣢॥ व꣡स्वाइरा꣢ऽ१नूऽ᳒२᳒॥ स्वा꣡रा꣯जि꣢यम्। इ꣡डाऽ२३भा꣢ऽ३४३। ओ꣡ऽ२३४५इ॥ डा॥	यमः	पङ्क्तिः	इन्द्रः		यामम्॥
2.4.7.410.0	5.1	इ꣣त्था꣢꣫ हि सोम꣣ इ꣢꣫न्मदो꣣ ब्रह्म꣢ च꣣का꣢र꣣ वर्ध꣢नम्। शवि꣢ष्ठ वज्रि꣣न्नोज꣢सा पृथि꣣व्या निः श꣢꣯शा꣣ अहि꣣म꣢र्च꣣न्ननु꣢ स्व꣣राज्यम्꣢ ॥	गोतमो राहूगणः	पङ्क्तिः	इन्द्रः	इ꣣त्था꣢। हि। सो꣡मः꣢꣯। इत्। म꣡दः꣢꣯। ब्र꣡ह्म꣢꣯। च꣣का꣡र꣢। व꣡र्ध꣢꣯नम्। श꣡वि꣢꣯ष्ठ। व꣣ज्रिन्। ओ꣡ज꣢꣯सा। पृ꣣थिव्याः꣢। निः। श꣣शाः। अ꣡हि꣢꣯म्। अ꣡र्च꣢꣯न्। अ꣡नु꣢꣯। स्व꣣रा꣡ज्य꣢म्। स्व꣣। रा꣡ज्य꣢꣯म्। ४१०।	
2.4.7.410.1	5.1	४१०-१। गृत्समदस्य मदौ द्वौ॥ द्वयोः गृत्समदः पंक्तिरिन्द्रः॥इ꣥त्था꣯हिसो॥ म꣢इ꣡न्माऽ२३दाः꣢। ब्र꣡ह्म꣢चका꣡꣯। र꣢व꣡र्द्धाऽ२३ना꣢म्। श꣡विष्ठ꣢व। ज्रिन्नो꣡꣯जाऽ२३सा꣢। पृथिव्या꣡꣯निश्श꣢शा꣯अ꣡हि꣢म्॥ अ꣡र्चाना꣢ऽ१नूऽ᳒२᳒॥ स्वरौ꣡होऽ᳒२᳒। जि꣡यमोऽ२३४५इ॥ डा॥	गृत्समदः	पङ्क्तिः	इन्द्रः		गृत्समदस्य मदौ द्वौ॥
2.4.7.410.2	5.1	इ꣤त्था꣯हिसोऽ५मइन्म꣤दाः॥ ब्र꣡ह्म꣢चका꣡꣯। र꣢व꣡र्द्धाऽ२३ना꣢म्। शाविष्ठा꣣ऽ२३४वा꣥। ज्रि꣢न्नो᳐जा꣣ऽ२३४सा꣥। पृ꣢थिव्या꣡꣯निश्श꣢शा꣯अ꣡हि꣢म्॥ अ꣡र्चा꣢ऽ३न्हो꣡इ। अ꣪नूऽ२३हो꣡॥ स्वारा꣯जि꣢यम्। इ꣡डाऽ२३भा꣢ऽ३४३। ओ꣡ऽ२३४५इ॥ डा॥	गृत्समदः	पङ्क्तिः	इन्द्रः		
2.4.7.411.0	5.1	इ꣢न्द्रो꣣ मदा꣢य वावृधे꣣ शव꣢से वृत्र꣣हा नृभिः꣢꣯। त꣢꣯मिन्म꣣ह꣢त्स्वा꣣जि꣢षू꣣तिमर्भे꣢꣯ हवामहे꣣ स वाजे꣢꣯षु꣣ प्र नो꣢ऽविषत् ॥	गोतमो राहूगणः	पङ्क्तिः	इन्द्रः	इ꣡न्द्रः꣢꣯। म꣡दा꣢꣯य। वा꣣वृधे। श꣡व꣢꣯से। वृ꣣त्रहा꣢। वृ꣣त्र। हा꣢। नृ꣡भिः꣢꣯। तम्। इत्। म꣣ह꣡त्सु꣢। आ꣣जि꣡षु꣢। ऊ꣣ति꣢म्। अ꣡र्भे꣢꣯। ह꣣वामहे। सः꣢। वा꣡जे꣢꣯षु। प्र। नः꣣। अविषत्। ४११।	
2.4.7.411.1	5.1	इ꣢न्द्रो꣯मदा꣯यवाऽ३। वा꣤र्द्धा꣥इ॥ श꣢वसे꣯वृत्रहाऽ३। नॄ꣤भीः꣥। त꣢मिन्महत्सुवाऽ३। जा꣤इषू꣥॥ ऊ꣢꣯तिमर्भे꣯हवाऽ३। मा꣤हा꣥इ॥ सा꣤वा꣥। जा꣡इषुप्र꣢नो꣡ऽ२३४वा꣥। वा꣤ऽ५इषोऽ६"हा꣥इ॥	आभीकः	पङ्क्तिः	इन्द्रः		आभीके द्वे॥
2.4.7.411.2	5.1	इ꣤न्द्रो꣯मदाऽ५यवा꣯वृ꣤धाइ॥ श꣡वसे꣢꣯वृ। त्रहा꣡नॄभी꣢ऽ३४ः। ता꣥म्। इ꣢न्मा᳐हा꣣ऽ२३४त्सु꣥वाऽ६। हा꣥उ॥ जा꣤इषू꣥। ऊ꣡꣯तिमर्भे꣯हवा꣢ऽ१। मा꣢ऽ३हा꣤इ॥ सावा꣥। जा꣡इषुप्र꣢नो꣡ऽ२३४वा꣥। वा꣤ऽ५इषोऽ६"हा꣥इ॥	आभीकः	पङ्क्तिः	इन्द्रः		
2.4.7.411.3	5.1	इ꣤न्द्रो꣯मदाऽ५यवा꣯वृ꣤धाइ॥ श꣡वसे꣢꣯वृ। त्रहाऽ᳒२᳒नृ꣡भिः꣢। आ꣡औ꣢ऽ३हो꣢। औ꣯हो꣡वाऽ२३꣡४꣡५꣡। हꣳ꣣ऽ२३꣡४꣡५꣡। त꣢मि꣡न्मह। त्सु꣢वाऽ᳒२᳒जि꣡षु꣢। आ꣡औ꣢ऽ३हो꣢। औ꣯हो꣡वाऽ२३꣡४꣡५꣡। हꣳ꣣ऽ२३꣡४꣡५꣡। ऊ꣢꣯ति꣡मर्भे꣢꣯। हवाऽ᳒२᳒म꣡हे꣢꣯। आ꣡औ꣢ऽ३हो꣢। औ꣯हो꣡वाऽ२३꣡४꣡५꣡। हꣳ꣣ऽ२३꣡४꣡५꣡॥ स꣡वा꣯जे꣯षूप्रा꣢ऽ३नो꣤ऽ३॥ वा꣢ऽ३४५इषोऽ६"हा꣥इ॥	द्वयोरभीशुः	पङ्क्तिः	इन्द्रः		आभीशवे द्वे॥
2.4.7.411.4	5.1	४११-४।इ꣤न्द्रो꣥꣯म꣤दा꣥꣯यवा꣯वृधे꣯श꣤व꣥से꣯वॄ꣤॥ त्र꣢हा꣡नॄ꣢ऽ१भीऽ᳒२ः᳒। ता꣡मिन्म꣢ह। त्सू꣡आ꣢ऽ१जिषू꣢ऽ३। ऊ꣡ती꣢᳐मा꣣ऽ२३४र्भा꣥इ। ह꣢वाऽ᳒२᳒मा꣡हाइ॥ सवा꣯जे꣯षूप्रा꣢ऽ३नो꣤ऽ३॥ वा꣢ऽ३४५इषोऽ६"हा꣥इ॥	द्वयोरभीशुः	पङ्क्तिः	इन्द्रः		
2.4.7.411.5	5.1	इ꣣न्द्रो꣢ऽ३१२३४। मदा॥ य꣡वा꣯वृधे꣯शवाऽ२᳐सा꣣ऽ२३४इवॄ꣥। त्र꣢हा꣭ऽ३। औ꣢꣯होऽ३वा꣢। आ꣭ऽ३। औ꣢᳐हो꣣ऽ२३४वा꣥। नृ꣤भाइः। त꣡मिन्महत्स्वा꣯जिषू꣯तिमाऽ२३र्भा꣢इ। हवा꣭ऽ३। औ꣢꣯होऽ३वा꣢। आ꣭ऽ३। औ꣢᳐हो꣣ऽ२३४वा꣥। म꣤हाइ॥ स꣡वा꣯जे꣯षुप्रना꣭ऽ३। औ꣢꣯होऽ३वा꣢। आ꣭ऽ३। औ꣢᳐हो꣣ऽ२३४वा꣥॥ वा꣤ऽ५इषोऽ६"हा꣥इ॥	बृहद्गिरिः	पङ्क्तिः	इन्द्रः		बार्हद्गिराणि त्रीणि॥
2.4.7.411.6	5.1	इ꣣न्द्रो꣢ऽ३४। मदा꣯य। वा꣥꣯वाऽ६र्द्धा꣥इ॥ श꣡वसे꣢꣯वृ। त्रहा꣡नॄभी꣢ऽ३ः। हा꣤꣯उहौ꣥꣯। हो꣣꣯वा꣢। ता꣡मिन्म꣢ह। त्सू꣡आ꣢ऽ१जिषू꣢ऽ३। हा꣤꣯उहौ꣥꣯। हो꣣꣯वा꣢। ऊ꣡तिम꣢र्भे꣯। हवा꣡माहे꣢ऽ३। हा꣤꣯उहौ꣥꣯। हो꣣꣯वा꣢॥ स꣡वा꣯जे꣯षूप्रा꣢ऽ३नो꣤ऽ३॥ वा꣢ऽ३४५इषोऽ६"हा꣥इ॥	बृहद्गिरिः	पङ्क्तिः	इन्द्रः		
2.4.7.411.7	5.1	ओ꣥꣯हा꣯इ। इ꣣न्द्रो꣢ऽ३४। मदा꣯य। वा꣥꣯वाऽ६र्द्धा꣥इ॥ श꣡वसे꣢꣯वृ। त्रहा꣡नॄभी꣢ऽ३ः। आ꣤꣯उहौ꣥꣯। हो꣣꣯वा꣢। ता꣡मिन्म꣢ह। त्सू꣡आ꣢ऽ१जिषू꣢ऽ३। आ꣤꣯उहौ꣥꣯। हो꣣꣯वा꣢। ऊ꣯ति꣡मर्भाइ। ह꣢वौ꣯। होऽ३वा꣢। मा꣡हाऽ᳒२᳒इ॥ स꣡वा꣯जे꣯षूप्रा꣢ऽ३नो꣢॥ विषा꣡त्। औऽ२३हो꣤वा꣥। हो꣤ऽ५इ॥ डा॥	बृहद्गिरिः	पङ्क्तिः	इन्द्रः		
2.4.7.412.0	5.1	इ꣢न्द्र꣣ तु꣢भ्य꣣मिदद्रि꣣वोऽनु꣢त्तं वज्रिन्वी꣣क्य꣢꣯म्। य꣢꣯द्ध꣣ त्यं꣢ मा꣣यिनं꣢ मृ꣣गं꣢꣫ तव꣣ त्य꣢न्मा꣣ययाव꣢꣯धी꣣र꣢र्च꣣न्ननु꣢ स्व꣣राज्य꣢म् ॥	गोतमो राहूगणः	पङ्क्तिः	इन्द्रः	इ꣡न्द्र꣢꣯। तु꣢भ्य꣢꣯म्। इत्। अ꣣द्रिवः। अ। द्रिवः। अ꣡नु꣢꣯त्तम्। अ। नु꣣त्तम्। वज्रिन्। वीर्य꣢꣯म्। यत्। ह꣣। त्य꣢म्। मा꣣यि꣡न꣢म्। मृ꣣ग꣢म्। त꣡व꣢꣯। त्यत्। मा꣣य꣡या꣢। अ꣡व꣢꣯धीः। अ꣡र्च꣢꣯न्। अ꣡नु꣢꣯। स्व꣣रा꣡ज्य꣢म्। स्व꣣। रा꣡ज्य꣢꣯म्। ४१२।	
2.4.7.412.1	5.1	इ꣥न्द्रतुभ्यमिदद्रिवाऽ६ए꣥॥ आ꣡नुत्तं꣢वज्रिन्वी꣯रि꣡यम्॥ यद्धात्या꣢ऽ१म्माऽ᳒२᳒। या꣡इनंमृ꣢गम्। त꣡वात्या꣢ऽ१न्माऽ᳒२᳒। या꣡या꣯व꣢धीः꣯॥ अ꣡र्चाना꣢ऽ१नूऽ᳒२᳒॥ स्वा꣡रा꣯जि꣢यम्। इ꣡डाऽ२३भा꣢ऽ३४३। ओ꣡ऽ२३४५इ॥ डा॥	इन्द्रः	पङ्क्तिः	इन्द्रः		स्वाराज्यम्॥
2.4.7.413.0	5.1	इन्द्र꣢ नृ꣣म्ण꣢꣫ꣳहि ते꣣ श꣢वो꣣ हनो꣢ वृ꣣त्रं जया꣢꣯ अ꣣पो꣢ऽर्च꣣न्ननु꣢ स्व꣣राज्य꣢म् ॥	गोतमो राहूगणः	पङ्क्तिः	इन्द्रः	प्र꣢। इ꣣हि। अभि꣢। इ꣣हि। धृष्णुहि꣢। न। ते꣣। व꣡ज्रः꣢꣯। नि। यँ꣣सते। इ꣡न्द्र꣢꣯। नृ꣣म्ण꣢म्। हि। ते꣣। श꣡वः꣢꣯। ह꣡नः꣢꣯। वृ꣣त्र꣢म्। ज꣡याः꣢꣯। अ꣣पः꣢। अ꣡र्च꣢꣯न्। अ꣡नु꣢꣯। स्व꣣रा꣡ज्य꣢म्। स्व꣣। रा꣡ज्य꣢꣯म्। ४१३।	
2.4.7.413.1	5.1	४१३-१। संघेशीयम् धृष्णुसाम॥ कश्यपः पंक्तिरिन्द्रः॥प्रा꣡इहीऽ᳒२᳒। अभी꣡꣯हिधृष्णुहाऔ꣢ऽ३हो꣢॥ ना꣡ताऽ᳒२᳒इ। व꣡ज्रो꣯नियꣳसताऔ꣢ऽ३हो꣢। आ꣡इन्द्राऽ᳒२᳒। नृम्णꣳ꣡हिते꣯शवाऔ꣢ऽ३हो꣢। हा꣡नाऽ᳒२ः᳒। वृत्रं꣡जया꣯अपाऔ꣢ऽ३हो꣢॥ आ꣡र्चाऽ᳒२᳒ना꣡नूऽ᳒२᳒। स्वा꣡रा꣯जि꣢यम्। इ꣡डाऽ२३भा꣢ऽ३४३। ओ꣡ऽ२३४५इ॥ डा॥	कश्यपः	पङ्क्तिः	इन्द्रः		संघेशीयम् धृष्णुसाम॥
2.4.7.414.0	5.1	य꣢दु꣣दीर꣢त आ꣣जयो꣢ धृ꣣ष्णवे꣢ धीयते꣣ धन꣢म्। यु꣣ङ्क्ष्वा म꣢द꣣च्यु꣢ता꣣ ह꣢री꣣ क꣢꣫ꣳ हनः꣣ कं वसौ꣢꣯ दधो꣣ऽस्माꣳ इ꣢न्द्र꣣ वसौ꣢ दधः ॥	गोतमो राहूगणः	पङ्क्तिः	इन्द्रः	य꣢त्। उ꣣दी꣡र꣢ते। उत्। ई꣡र꣢꣯ते। आ꣣ज꣡यः꣢। धृ꣣ष्ण꣡वे꣢। धी꣣यते। ध꣡न꣢꣯म्। युङ्क्ष्व꣢। म꣣दच्यु꣡ता꣢। म꣣द। च्यु꣡ता꣢꣯। हरी꣣इ꣡ति꣢। कम्। ह꣡नः꣢꣯। कं। व꣡सौ꣢꣯। द꣣धः। अस्मा꣢न्। इ꣣न्द्र। व꣡सौ꣢꣯। द꣣धः। ४१४।	
2.4.7.414.1	5.1	य꣤दुदी꣯राऽ५तआ꣯ज꣤याः॥ धृ꣢ष्ण꣡वे꣰꣯ऽ२धी꣯। यता꣡इधा꣢ऽ१नाऽ᳒२᳒म्। युꣳक्ष्वा꣡꣯मदच्युता꣢ऽ३। हा꣤री꣥। कꣳ꣢ह꣡नᳲकंवसा꣢ऽ३उ। दा꣤धाः꣥। अ꣢स्माꣳ꣡꣯आऽ२३इन्द्रा꣢॥ वसौ꣡꣯दाऽ२३धा꣢ऽ३४३ः। ओ꣡ऽ२३४५इ॥ डा॥	मरुतः	पङ्क्तिः	इन्द्रः		संवेशीयम्॥
2.4.7.415.0	5.1	अ꣢क्ष꣣न्नमी꣢मदन्त꣣ ह्यव꣢ प्रि꣣या अ꣢धूषत। अस्तो꣢षत꣣ स्वभा꣢नवो꣣ विप्रा꣣ नवि꣢ष्ठया म꣣ती꣢꣫ योजा꣣꣬ न्वि꣢꣯न्द्र ते꣣ हरी꣢ ॥	गोतमो राहूगणः	पङ्क्तिः	इन्द्रः	अ꣡क्ष꣢꣯न्। अ꣡मी꣢꣯मदन्त। हि। अ꣡व꣢꣯। प्रि꣣याः꣢। अ꣣धूषत। अ꣡स्तो꣢꣯षत। स्व꣡भा꣢꣯नवः। स्व। भा꣣नवः। वि꣡प्राः꣢꣯। वि। प्राः꣣। न꣡वि꣢꣯ष्ठया। म꣣ती꣢। यो꣡ज꣢꣯। नु। इ꣣न्द्र। ते। ह꣢री꣣इ꣡ति꣢। ४१५।	
2.4.7.415.1	5.1	अ꣣क्ष꣤न्न꣣मी꣤꣯म꣥द। त꣣ही꣢ऽ३। आ꣡ऽ२३४। वप्रि꣥या꣤꣯अ꣥धू꣯। ष꣤ता꣥। अ꣡स्तो꣢꣯षतस्व꣡भा꣢꣯नवः। वि꣡प्रा꣯नाऽ२३वी꣢। ष्ठा꣡या꣯म꣢ती꣯। यो꣡꣯जानू꣢ऽ३वा꣢ऽ३इ॥ द्रा꣡ऽ२᳐ता꣣ऽ२३४औ꣥꣯हो꣯वा॥ हा꣣ऽ२३४री꣥॥	यमः	पङ्क्तिः	इन्द्रः		यामे द्वे॥चित्रा वा। (पितरो वा पूर्वस्य)।
2.4.7.416.0	5.1	उ꣢पो꣣ षु शृ꣢णु꣣ही꣢꣫ गिरो꣣ मघ꣢व꣣न्मात꣢था इव। क꣣दा नः꣢ सू꣣नृता꣢वतः꣣ क꣢र꣣ इ꣢द꣣र्थया꣢स꣣ इद्यो꣢꣫जा꣣꣬ न्वि꣢꣯न्द्र ते꣣ हरी꣢ ॥	गोतमो राहूगणः	पङ्क्तिः	इन्द्रः	उ꣡प꣢꣯। उ꣣। सु꣢। शृ꣣णुहि꣢। गि꣡रः꣢꣯। म꣡घ꣢꣯वन्। मा। अ꣡त꣢꣯थाः। इ꣣व। कदा꣢। नः꣣। सूनृ꣡ता꣢वतः। सु꣣। नृ꣡ता꣢꣯वतः। क꣡रः꣢꣯। इत्। अ꣣र्थ꣡या꣢से। इत्। यो꣡ज꣢꣯। नु। इ꣣न्द्र। ते। ह꣢री꣣इ꣡ति꣢। ४१६।	
