Ref No	Prapāthaka-Ard	Text	R̥ṣi	Chandas	Dēvata	padapāṭha--rik	Notes
2.2.1.115.0	2.1	त꣡द्वो꣢ गाय सु꣣ते꣡ सचा꣢꣯ पुरुहू꣣ता꣢य꣣ स꣡त्व꣢ने। शं꣢꣫ यद्गवे꣣ न꣢ शा꣣कि꣡ने꣢ ॥	शंयुर्बार्हस्पत्यः	गायत्री	इन्द्रः	त꣢त्। वः꣣। गाय। सुते꣢। स꣡चा꣢꣯। पु꣣रुहूता꣡य꣣। पु꣣रु। हूता꣡य꣢। स꣡त्व꣢꣯ने। शम्। यत्। ग꣡वे꣢꣯। न꣢। शा꣣कि꣡ने꣢। ११५।	
2.2.1.115.1	2.1	ओ꣡म्॥ त꣥द्वौ꣯हो꣤वा꣥॥ गा꣡याऽ२᳐। सु꣣ता꣢इ᳐सा꣣ऽ२३४चा꣥। पु꣡रुहू꣢꣯ता꣯। यसा꣡त्वा꣢ऽ१नाऽ᳒२᳒इ॥ शं꣡यत्। हा। औ꣢ऽ३हो꣢इ᳐। गा꣣ऽ२३४वा꣥इ॥ ना꣡ऽ२᳐शा꣣ऽ२३४औ꣥꣯हो꣯वा॥ ए꣢ऽ᳐३। कि꣡नेऽ२३꣡४꣡५꣡॥	 मृगयु	गायत्री	इन्द्रः		मार्गीयवम्
2.2.1.115.2	2.1	त꣥द्वो꣯गा꣯या॥ सु꣢ताइसचाऽ᳐३। पू꣡रुऽ२३हू꣯ता꣢ऽ३४। हा꣣꣯हो꣢ऽ३। या꣡स꣢त्वा꣣ऽ२३४ना꣥इ॥ शं꣢य꣡द्गाऽ२३वे꣢॥ नशौऽ᳒२᳒। हौऽ᳒२᳒। हु꣡वोऽ२३४। वा꣥। का꣤ऽ५इनोऽ६"हा꣥इ॥	 मृगयु	गायत्री	इन्द्रः		
2.2.1.115.3	2.1	त꣥द्वो꣯गा꣯यसुते꣯सचाऽ६ए꣥॥ पु꣢रुहू꣯ता꣡꣯यसत्वने꣢꣯। पु꣡रुहू꣢꣯ता꣯। या꣡स꣪त्त्वाऽ२३ना꣢ऽ३४इ। शंय꣥त्। गौ꣢वा᳐ओ꣣ऽ२३४वा꣥॥ ना꣡ऽ२३शा꣤ऽ३॥ का꣢ऽ᳐३४५इनोऽ६"हा꣥इ॥	 मृगयु	गायत्री	इन्द्रः		
2.2.1.115.4	2.1	त꣥द्वो꣯गा꣯यसुते꣯सचाऽ६ए꣥॥ पु꣢रुहू꣯ता꣡꣯यसत्वनाइ॥ शंयद्गाऽ२३वे꣢॥ ऐऽ᳒२᳒होऽ१आऽ२३इही꣢। नशा꣡ऽ२३। का꣡ऽ२᳐इना꣣ऽ२३४औ꣥꣯हो꣯वा॥ ई꣣ऽ२३꣡४꣡५꣡॥	 मृगयु	गायत्री	इन्द्रः		ईनिधनं मार्गीयवम्
2.2.1.116.0	2.1	य꣡स्ते꣢ नू꣣न꣡ꣳ श꣡तक्रत꣣वि꣡न्द्र꣢ द्यु꣣म्नि꣡त꣢मो꣣ म꣡दः꣢। ते꣡न꣢ नू꣣नं꣡ मदे꣢꣯ मदे ॥	श्रुतकक्षः सुकक्षो वा आङ्गिरसः	गायत्री	इन्द्रः	यः꣢। ते꣣। नून꣢म्। श꣣तक्रतो। शत। क्रतो। इ꣡न्द्र꣢꣯। द्यु꣣म्नि꣡त꣢मः। म꣡दः꣢꣯। ते꣡न꣢꣯। नू꣣न꣢म्। म꣡दे꣢꣯। म꣣देः। ११६।	
2.2.1.116.1	2.1	य꣤स्ते꣯नू꣯नाऽ५ꣳशतक्र꣤ताउ॥ इ꣡न्द्रद्युम्नितमो꣯माऽ᳒२᳒दाः꣡॥ ते꣢꣯न꣡नू꣯नाऽ२३म्मा꣢॥ दा꣡इमा꣭ऽ३उवा꣢ऽ३॥ देऽ२३꣡४꣡५ः꣡॥	अश्वो	गायत्री	इन्द्रः		आश्वम्
2.2.1.117.0	2.1	गा꣢व꣣ उ꣡प꣢ वदाव꣣टे꣢ म꣢ही꣢ य꣣ज्ञ꣡स्य꣢ र꣣प्सु꣡दा꣢। उ꣣भा꣡ कर्णा꣢꣯ हिर꣣ण्य꣡या꣢ ॥	हर्यतः प्रागाथः	गायत्री	इन्द्रः	गा꣡वः꣢꣯। उ꣡प꣢꣯। व꣣द। अवटे꣢। म꣣ही꣡इति꣢। य꣣ज्ञ꣡स्य꣢। र꣣प्सु꣡दा꣢। र꣣प्सु꣢। दा꣣। उभा꣢। क꣡र्णा꣢꣯। हि꣣रण्य꣡या꣢। ११७।	
2.2.1.117.1	2.1	गा꣤꣯वः꣥। ए꣤गावाः꣥॥ उ꣢पव। दाऽ᳐३। वा꣡ऽ२᳐दा꣣ऽ२३४औ꣥꣯हो꣯वा। वा꣣ऽ२३४टे꣥॥ म꣢ही᳐या꣣ऽ२३४ज्ञा꣥॥ स्य꣣रा꣢ऽ३। स्या꣡ऽ२᳐रा꣣ऽ२३४औ꣥꣯हो꣯वा। प्सू꣣ऽ२३४दा꣥॥ उ꣢भा᳐का꣣ऽ२३४र्णा꣥॥ हि꣣रा꣢ऽ३। हा꣡ऽ२᳐इरा꣣ऽ२३४औ꣥꣯हो꣯वा॥ ण्या꣣ऽ२३४या꣥॥	द्वयोरिटन्वान्	गायत्री	इन्द्रः		ऐटते द्वे 
2.2.1.117.2	2.1	ओ꣢इ᳐गा꣣ऽ२३४वाः꣥॥ उ꣢पवऽ३दा꣡। वाटा꣢ओ꣣ऽ२३४वा꣥। म꣢ही꣡꣯यज्ञस्य꣢रप्सु꣡दा꣢ऽ३॥ ओ꣢ऊ꣣ऽ२३४भा꣥॥ का꣡र्णा꣢ओ꣣ऽ२३४वा꣥॥ हि꣢रण्य꣡याऽ२३꣡४꣡५꣡॥	द्वयोरिटन्वान्	गायत्री	इन्द्रः		
2.2.1.118.0	2.1	अ꣢र꣣म꣡श्वा꣢य गायत꣣ श्रु꣡त꣢कक्षारं गवे। अ꣢र꣣मि꣡न्द्र꣢स्य꣣ धा꣡म्ने꣢ ॥	श्रुतकक्षः आङ्गिरसः	गायत्री	इन्द्रः	अ꣡र꣢꣯म्। अ꣡श्वा꣢꣯य। गा꣣यत। श्रु꣡तक꣢꣯क्षारम्। श्रु꣡त꣢꣯। क꣣क्ष। अ꣡र꣢꣯म्। ग꣡वे꣢꣯। अ꣡र꣢꣯म्। इ꣡न्द्र꣢꣯स्य। धा꣡म्ने꣢꣯। ११८।	
2.2.1.118.1	2.1	अ꣣रा꣢ऽ३४म्। अश्वा꣯य। गा꣥꣯याऽ६ता꣥॥ श्रू꣡तक꣢। क्षा꣯रा꣡ङ्गावा꣢इ᳐। आ꣣ऽ२३४रा꣥म्। हा꣢ऽ᳐३हा꣢इ॥ इ꣡। द्रास्याऽ२३धा꣢॥ हिं꣡माये꣢ऽ३। म्नो꣢। या꣣ऽ२३४औ꣥꣯हो꣯वा॥ ई꣣ऽ२३४ती꣥॥	श्रुतकक्षो	गायत्री	इन्द्रः	श्रौतकक्षे द्वे	
2.2.1.118.2	2.1	अ꣤र꣥म꣤श्वा꣥꣯यगा꣯यता꣯। रमश्वो꣤वा꣥॥ या꣡गा꣯य꣢त। श्रु꣡त꣢क। क्षा꣡ऽ२३। हा꣢ऽ३हा꣢ऽ३इ। आ꣡राऽ२᳐ङ्गा꣣ऽ२३४वा꣥इ॥ आ꣡रमिन्द्रा꣢ऽ३। हा꣢ऽ३हा꣢॥ स्या꣡धा꣢꣯म्ना꣡। औ꣢ऽ३हो꣤वा꣥। हो꣤ऽ५इ॥ डा॥	श्रुतकक्षो	गायत्री	इन्द्रः		
2.2.1.119.0	2.1	त꣡मिन्द्रं꣢꣯ वाजयामसि म꣣हे꣢ वृ꣣त्रा꣢य꣣ ह꣡न्त꣢वे। स꣡ वृषा꣢꣯ वृषभो꣣ भु꣡व꣢त् ॥	श्रुतकक्षः आङ्गिरसः	गायत्री	इन्द्रः	त꣢म्। इ꣡न्द्र꣢꣯म्। वा꣣जयामसि। महे꣢। वृ꣣त्रा꣡य꣢। ह꣡न्त꣢꣯वे। सः। वृ꣡षा꣢꣯। वृ꣣षभः꣢। भु꣣वत्। ११९।	
2.2.1.119.1	2.1	त꣢मि꣡न्द्राऽ२३म्वा꣤꣯जया꣥꣯मसी॥ मा꣡हे꣯वृ꣢त्रा꣯। यहा꣡न्ता꣢ऽ१वेऽ᳒२᳒॥ सवा꣡र्षा꣢ऽ१वाऽ२३॥ ष꣢भो꣡ऽ२३४वा꣥। भू꣤ऽ५वोऽ६"हा꣥इ॥	तन्वः	गायत्री	इन्द्रः		तन्वस्यसाम
2.2.1.119.2	2.1	त꣢मि꣡न्द्राऽ२३म्वा꣤꣯जया꣯मसिहा꣥उ॥ मा꣡हे꣯वृ꣢त्रा꣯। यहा꣡न्ता꣢ऽ१वेऽ२३। हो꣡वा꣢ऽ᳐३हा꣢इ॥ सवा꣡र्षा꣢ऽ१वाऽ२३। हो꣡वा꣢ऽ᳐३हा꣢॥ षभो꣡ऽ२३। भू꣡ऽ२᳐वा꣣ऽ२३४औ꣥꣯हो꣯वा॥ ए꣢ऽ᳐३। दा꣢꣯व꣡सू꣣ऽ२३꣡४꣡५꣡॥	दावसु	गायत्री	इन्द्रः		दावसुनिधनम्
2.2.1.119.3	2.1	त꣥मिन्द्रंवा꣯जया꣯मसीऽ६ए꣥॥ म꣢हाऽ३हा꣢इ। वृत्रा꣯ऽ३या꣡ह꣪न्तवेऽ᳒२᳒। ओऽ᳒२᳒। ईऽ᳒२᳒ई꣭ऽ३या꣢। ओ꣡मोवा꣢॥ सहे꣯वा꣡र्षाऽ᳒२᳒। ओऽ᳒२᳒। ईऽ᳒२᳒ई꣭ऽ३या꣢। ओ꣡मोवा꣢॥ वृष। भो꣡ऽ२᳐। या꣣ऽ२३४औ꣥꣯हो꣯वा॥ भू꣣ऽ२३४वा꣥त्॥	वसिष्ठो	गायत्री	इन्द्रः		निवेष्ट्वः
2.2.1.119.4	2.1	औ꣢꣯हो꣯इहुवाऽ३हो꣡इ। त꣢मिन्द्रंवाऽ३जा꣤ऽ३या꣢꣯म꣣सि꣥॥ औ꣢꣯हो꣯इहुवाऽ३हो꣡इ। म꣢हे꣯वृत्राऽ३या꣤ऽ३ह꣢न्त꣣वे꣥꣯॥ औ꣢꣯हो꣯इहुवाऽ३हो꣡इ। स꣣वा꣢र्षा꣣ऽ२३४वॄ꣥॥ ष꣢भो꣡꣯भु꣢वत्। इ꣡डाऽ२३भा꣢ऽ३। ए꣤हीडा꣥। हो꣤ऽ५इ॥ डा॥	इडा	गायत्री	इन्द्रः		इडानाꣳसंक्षारः
2.2.1.120.0	2.1	त्व꣡मि꣡न्द्र꣣ ब꣢ला꣣द꣢धि꣣ स꣡ह꣢सो जा꣣त꣡ ओज꣢꣯सः। त्व꣡ꣳसन्वृ꣢꣯ष꣣न्वृ꣡षेद꣢꣯सि ॥	देवजामय इन्द्रमातर ऋषिकाः	गायत्री	इन्द्रः	त्व꣢म्। इ꣣न्द्र। ब꣡ला꣢꣯त्। अ꣡धि꣢꣯। स꣡ह꣢꣯सः। जा꣣तः꣢। ओ꣡ज꣢꣯सः। त्व꣢म्। सन्। वृ꣣षन्। वृ꣡षा꣢꣯। इत्। अ꣣सि। १२०।	
2.2.1.120.1	2.1	हा꣥꣯उत्वमिन्द्रा॥ ब꣢ला꣡दधि꣢। हाऽ३उहा꣢उ। स꣡हसो꣢꣯जा꣯। ता꣡ओ꣢ऽ१जसा꣢ऽ३ः। हा꣢ऽ३उहा꣢उ॥ त्वाꣳ꣡सन्वृषा꣢ऽ३न्। हा꣢ऽ३उहा꣢उ॥ वृषा꣡ये꣢ऽ३त्। आ꣡ऽ२᳐सा꣣ऽ२३४औ꣥꣯हो꣯वा॥ वृ꣢धेऽ१॥	शर्याति	गायत्री	इन्द्रः		शार्यातानि त्रीणि
2.2.1.120.2	2.1	त्व꣥मिन्द्रबला꣯दधीऽ६ए꣥॥ स꣡हसो꣢꣯जा꣯। ता꣡ओ꣢ऽ१जसः꣢᳐। इ꣣या꣢ऽ३हो꣡इ। इ꣣या꣢यो꣣ऽ२३४वा꣥॥ त्वाꣳ꣡सन्वृष꣢न्। इ꣣या꣢ऽ३हो꣡इ। इ꣣या꣢यो꣣ऽ२३४वा꣥॥ वृ꣢षा꣡ये꣢ऽ३त्। आ꣡ऽ२᳐सा꣣ऽ२३४औ꣥꣯हो꣯वा॥ म꣢हेऽ१॥	शर्याति	गायत्री	इन्द्रः		
2.2.1.120.3	2.1	त्व꣤मि꣥न्द्रब꣤ला꣥꣯द꣤धि꣥स꣤ह꣥साः꣤॥ जा꣡ताऽ᳒२ः᳒। ओ꣡꣯जसाऽ२३४ः। इहो꣥꣯इहा꣤॥ त्वाꣳ꣡सन्वृषा꣢ऽ३४न्। इहो꣥꣯इहा꣤॥ वृ꣢षा꣡ये꣢ऽ३त्। आ꣡ऽ२᳐सा꣣ऽ२३४औ꣥꣯हो꣯वा॥ ई꣣ऽ२३४हा꣥॥	शर्याति	गायत्री	इन्द्रः		
2.2.1.121.0	2.1	य꣣ज्ञ꣡ इन्द्र꣢꣯मवर्धय꣣द्य꣢꣫द्भूमिं꣣ व्य꣡व꣢र्तयत्। च꣣क्राण꣡ ओ꣢प꣣शं꣢ दि꣣वि꣢ ॥	गोषूक्त्यश्वसूक्तिनौ काण्वायनौ	गायत्री	इन्द्रः	य꣣ज्ञः꣢। इ꣡न्द्र꣢꣯म्। अ꣣वर्धयत्। य꣢त्। भू꣡मि꣢म्। व्य꣡व꣢꣯र्तयत्। वि꣣। अ꣡व꣢꣯र्तयत्। च꣣क्राणः꣢। ओपश꣢म्। ओ꣣प। श꣢म्। दि꣣वि꣢। १२१।	
2.2.1.121.1	2.1	य꣥ज्ञइन्द्रमवर्धाऽ६या꣥त्॥ य꣢द्भू꣡꣯मिम्। व्या। व्य꣪वाऽ२᳐र्त्ता꣣ऽ२३४या꣥त्॥ चा꣣ऽ२३४क्रा꣥। णा꣣ऽ२३४ओ꣥। पा꣡श꣢न्दिवि꣡॥ च꣢क्रा꣣꣯ण꣢ओ꣡ऽ२३॥ पा꣡ऽ२᳐शा꣣ऽ२३४औ꣥꣯हो꣯वा॥ दी꣣ऽ२३४वी꣥॥	इन्द्राणी	गायत्री	इन्द्रः		इन्द्राण्यास्साम
2.2.1.122.0	2.1	य꣡दि꣢न्द्रा꣣हं꣢꣫ यथा꣣ त्व꣡मीशी꣢꣯य꣣ व꣢स्व꣣ ए꣢क꣣ इ꣢त्। स्तो꣣ता꣢ मे꣣ गो꣡स꣢खा स्यात् ॥	गोषूक्त्यश्वसूक्तिनौ काण्वायनौ	गायत्री	इन्द्रः	य꣢त्। इ꣣न्द्र। अह꣢म्। य꣡था꣢꣯। त्वम्। ई꣡शी꣢꣯य। व꣡स्वः꣢꣯। ए꣡कः꣢। इत्। स्तो꣣ता꣢। मे꣣। गो꣡सखा꣢꣯। गो। स꣣खा। स्यात्। १२२।	
2.2.1.122.1	2.1	य꣤दि꣥न्द्रा꣯हं꣤यथौ꣥꣯। हौ꣤꣯होवाहा꣥इ। तुवा꣤म्॥ ई꣢꣯शी꣡꣯यवस्व꣢औऽ᳒२᳒। हु꣡वाइ। हुवाये꣢। का꣡ईऽ᳒२᳒त्॥ स्तो꣯ता꣡꣯मे꣯गो꣯स꣢खौऽ᳒२᳒। हु꣡वाइ। हुवाये꣢॥ सा꣡याऽ२३त्। हो꣡ऽ२᳐वा꣣ऽ२३४औ꣥꣯हो꣯वा॥ अ꣢ग्नि꣡रा꣯हु꣢ता꣣ऽ२३꣡४꣡५ः꣡॥	गौषूक्ति	गायत्री	इन्द्रः		गौषूक्तम्
2.2.1.122.2	2.1	आ꣢औ꣣꣯हो꣤वाहा꣥इ। यदिन्द्रा꣯हाम्॥ य꣢था꣡। त्वम्। ऐ꣢꣯ही꣯यै꣣꣯ही꣢ऽ१। आइशी꣯य꣢वस्वआ꣡इकइत्॥ ऐ꣢꣯ही꣯यै꣣꣯ही꣢ऽ१॥ आऽ᳒२᳒इ। स्तो꣡ताऽ᳒२᳒मा꣡इगोऽ᳒२᳒॥ सखा꣡ऽ२३। सा꣡ऽ२᳐या꣣ऽ२३४औ꣥꣯हो꣯वा॥ शु꣢क्र꣡आ꣯हु꣢ता꣣ऽ२३꣡४꣡५ः꣡॥	आश्वसूक्ति	गायत्री	इन्द्रः		आश्वसूक्तम्
2.2.1.123.0	2.1	प꣡न्य꣢पन्य꣣मि꣡त्सो꣢तार꣣ आ꣡ धा꣢वत꣣ म꣡द्या꣢य। सो꣡मं꣢ वी꣣रा꣢य꣣ शू꣡रा꣢य ॥	मेधातिथिः काण्वः प्रियमेधश्चाङ्गिरसः	गायत्री	इन्द्रः	प꣡न्य꣢꣯म्पन्यम्। प꣡न्य꣢꣯म्। प꣣न्यम्। इ꣢त्। सो꣣तारः। आ꣢। धा꣣वत। म꣡द्या꣢꣯य। सो꣡म꣢꣯म्। वी꣣रा꣡य꣢। शू꣡रा꣢꣯य। १२३।	
2.2.1.123.1	2.1	प꣤न्यं꣥पन्यमि꣤त्। सो꣥꣯ताऽ६राः꣥॥ प꣡न्यंपन्यमित्सो꣢ऽ१ता꣢ऽ३राः꣢। आ꣡। धा꣢꣯वत꣣। म꣢दि꣣या꣤या꣥॥ सो꣡मंवी꣢꣯। रा꣡ऽ२३॥ यशू꣢ऽ३रा꣤ऽ५"याऽ६५६॥	गौरीविति	गायत्री	इन्द्रः		गौरीवितम्
2.2.1.124.0	2.1	इ꣣दं꣡ व꣢सो सु꣣त꣢꣫मन्धः꣣ पि꣢बा꣣ सु꣡पू꣢र्णमु꣣द꣡र꣢म्। अ꣡ना꣢भयिन्ररि꣣मा꣡ ते꣢ ॥	मेधातिथिः काण्वः प्रियमेधश्चाङ्गिरसः	गायत्री	इन्द्रः	इ꣣द꣢म्। व꣣सो। सुत꣢म्। अ꣡न्धः꣢꣯। पि꣡ब꣢꣯। सु꣡पू꣢꣯र्णम्। सु। पू꣣र्णम्। उद꣡र꣢म्। उ꣣। द꣡र꣢꣯म्। अ꣡ना꣢꣯भयिन्। अन्। आ꣣भयिन्। ररिम꣢। ते꣣। १२४।	
2.2.1.124.1	2.1	इ꣥दंवसाउ॥ सु꣢त꣡माऽ२३न्धाः꣢। पि꣡बा꣰꣯ऽ२सुपू꣯। णमु꣡दाऽ२३रा꣢ऽ३४म्॥ अ꣣ना꣢ऽ३४भ꣣या꣢ऽ३इन्। र꣤रोवा꣥॥ मा꣤ऽ५तोऽ६"हा꣥इ॥	गरो	गायत्री	इन्द्रः		गाराणि त्रीणि
2.2.1.124.2	2.1	इ꣥दा꣤ऽ३म्व꣢सो꣣꣯सु꣤तम꣥न्धाः॥ पि꣢बा꣡꣯सूऽ२३पू꣢ऽ३। ण꣡मूऽ२᳐दा꣣ऽ२३४रा꣥म्॥ आ꣡ऽ२३ना꣢॥ भाऽ᳒२᳒या꣡इन्। र꣪राऽ२३। हा꣢उवाऽ३॥ मा꣡꣯ते꣣ऽ२३꣡४꣡५꣡॥	गरो	गायत्री	इन्द्रः		
2.2.1.124.3	2.1	इ꣥दंवसो꣯सुतमन्धाऽ६ए꣥॥ पि꣢बा꣯सुपू꣯ऽ३र्णा꣡मु꣪दरौ꣢꣯। होऽ३वा꣢। पि꣡बा꣯सुपू꣯र्णामु꣪दरौ꣢꣯। होऽ३वा꣢॥ आ꣡नाभा꣢ऽ३यी꣢न्॥ र꣡रिमा꣢꣯ता꣡। औ꣢ऽ३हो꣤वा꣥। हो꣤ऽ५इ॥ डा॥	गरो	गायत्री	इन्द्रः		
2.2.2.125.0	2.1	उ꣢꣫द्धेद꣣भि꣢ श्रु꣣ता꣡म꣢घं वृष꣣भं꣡ नर्या꣢꣯पसम्। अ꣡स्ता꣢रमेषि सूर्य ॥	सुकक्षश्रुतकक्षौ	गायत्री	इन्द्रः	उ꣢त्। घ꣣। इ꣢त्। अ꣣भि꣢। श्रु꣣ता꣡म꣢घम्। श्रु꣣त꣢। म꣣घम्। वृषभ꣢म्। न꣡र्या꣢꣯पसम्। न꣡र्य꣢꣯। अ꣣पसम्। अ꣡स्ता꣢꣯रम्। ए꣣षि। सूर्य। १२५।	
2.2.2.125.1	2.1	उ꣥द्घे꣯दभ्यो꣤वा꣥॥ श्रू꣡ता꣢᳐मा꣣ऽ२३४घा꣥म्। वृ꣢षा꣡भ꣢न्ना꣡। रि꣪याऽ२᳐पा꣣ऽ२३४सा꣥म्॥ आऽ᳒२᳒स्ता꣡। राऽ२३मे꣢॥ षा꣡इसू꣢꣯रिया꣡। औ꣢ऽ३हो꣤वा꣥। हो꣤ऽ५इ॥ डा॥	सुपर्णो	गायत्री	इन्द्रः/सूर्यः		ऐडं सौपर्णम्॥ शरुप्रवेतसं वा
2.2.2.125.2	2.1	उ꣥द्घे꣯दभिश्रुता꣯माऽ६घा꣥म्॥ वृ꣤षभ꣣न्न꣤र्या꣥꣯। हि꣡म्। पा꣣ऽ२३४सा꣥म्॥ आ꣡स्ता꣢ऽ३उवा꣢॥ रा꣯मा꣡इ। षि꣢सू꣡ऽ२३४वा꣥। रा꣤ऽ५योऽ६"हा꣥इ॥	सुपर्णो	गायत्री	इन्द्रः/सूर्यः		
2.2.2.125.3	2.1	उ꣤द्घे꣯द꣥भि꣤श्रु꣥ता꣤꣯म꣥घम्। ई꣤य꣥इ꣤याहा꣥इ॥ वृ꣤षभ꣣न्न꣤र्या꣥꣯। हा꣢ऽ३हा꣢ऽ३इ। पा꣡ऽ२३४सा꣥म्॥ आ꣡स्ता꣢ऽ३उवा꣢ऽ३॥ रा꣡ऽ२᳐मा꣣ऽ२३४औ꣥꣯हो꣯वा॥ षि꣢सू꣯रिया꣣ऽ२३꣡४꣡५꣡॥	सुपर्णो	गायत्री	इन्द्रः/सूर्यः		
2.2.2.126.0	2.1	य꣢द꣣द्य꣡ कच्च꣢꣯ वृत्रहन्नु꣣द꣡गा꣢ अ꣣भि꣡ सू꣢र्य। स꣢र्वं꣣ त꣡दि꣢न्द्र ते꣣ व꣡शे꣢ ॥	सुकक्षश्रुतकक्षौ	गायत्री	इन्द्रः	य꣢त्। अ꣣द्य꣢। अ꣣। द्य꣢। कत्। च꣣। वृत्रहन्। वृत्र। हन्। उद꣡गाः꣢। उ꣣त्। अ꣡गाः꣢꣯। अ꣣भि꣢। सू꣣र्य। स꣡र्व꣢꣯म्। तत्। इ꣣न्द्र। ते। व꣡शे꣢꣯। १२६।	
2.2.2.126.1	2.1	य꣤दद्यकाऽ५च्चवृत्र꣤हान्॥ उ꣢द꣡गा꣯अभि꣢सू꣡꣯राऽ२३या꣢॥ सा꣡र्वाऽ᳒२᳒म्॥ ता꣡दिन्द्र꣢ता꣡ये꣢ऽ᳐३। हि꣡म्। वा꣢ऽ᳐३४५शोऽ६"हा꣥इ॥	शकलो	गायत्री	इन्द्रः		शाकलम्
2.2.2.127.0	2.1	य꣡ आन꣢꣯यत्परा꣣व꣢तः꣣ सु꣡नी꣢ती तु꣣र्व꣢शं꣣ य꣡दु꣢म्। इ꣢न्द्रः꣣ स꣢ नो꣣ यु꣢वा꣣ स꣡खा꣢ ॥	भारद्वाजः	गायत्री	इन्द्रः	यः꣢। आ꣡न꣢꣯यत्। आ꣣। अ꣡न꣢꣯यत्। प꣣राव꣡तः꣢। सु꣡नी꣢꣯ती। सु। नी꣣ति। तुर्व꣡श꣢म्। य꣡दु꣢꣯म्। इ꣡न्द्रः꣢꣯। सः। नः꣣। यु꣡वा꣢꣯। स꣡खा꣢꣯। स। खा꣣। १२७।	
2.2.2.127.1	2.1	य꣤आहा꣥उ॥ आ꣡नायाऽ᳒२᳒त्। आ꣡नायाऽ२३त्। पा꣡राऽ२᳐वा꣣ऽ२३४ताः꣥। सु꣡नी꣯तीतूऽ᳒२᳒। सु꣡नी꣯तीतूऽ२३। र्वा꣡शं꣢या꣣ऽ२३४दू꣥म्। इ꣡न्द्रस्सानाऽ᳒२ः᳒। इ꣡न्द्रस्सानाऽ२३ः॥ यू꣡ऽ२᳐वा꣣ऽ२३४औ꣥꣯हो꣯वा॥ सा꣣ऽ२३४खा꣥॥	द्वयोराभरद्वसु	गायत्री	इन्द्रः		आभरद्वसवे द्वे
2.2.2.127.2	2.1	य꣤आ꣯न꣥य꣤त्। प꣥रा꣯वाऽ६ताः꣥॥ सु꣡नी꣯ती꣯तुर्वशां꣢ऽ१या꣢ऽ३दू꣢म्॥ इ꣡न्द्रस्सनो꣯युवा꣢ऽ१सा꣢ऽ३खा꣢। इन्द्रो꣣ऽ२३४ग्ना꣥इ॥ इ꣢न्द्रा꣡औ꣢ऽ३होऽ२३४। ग्ना꣥इ॥ आ꣡इन्द्रो꣢꣯अ। ग्ना꣡ऽ२᳐। या꣣ऽ२३४औ꣥꣯हो꣯वा॥ ई꣣ऽ२३४न्द्राः꣥॥	द्वयोराभरद्वसु	गायत्री	इन्द्रः		
2.2.2.128.0	2.1	मा꣡ न꣢ इन्द्रा꣣भ्या꣢ऽ३दि꣢शः꣣ सू꣡रो꣢ अ꣣क्तु꣡ष्वा य꣢꣯मत् । त्वा꣢ यु꣣जा꣡ व꣢नेम꣣ त꣢त् ॥	श्रुतकक्षः	गायत्री	इन्द्रः	मा꣢। नः꣣। इन्द्र। अभि꣢। आ꣣दि꣡शः꣢। आ꣣। दि꣡शः꣢꣯। सूरः꣢꣯। अ꣣क्तु꣡षु꣢। आ। य꣣मत्। त्वा꣢। यु꣣जा꣢। व꣣नेम। त꣢त्। १२८।	
2.2.2.128.1	2.1	मा꣥꣯नइन्द्रा꣯भिया꣯दा꣤इशाः꣥॥ सू꣡रो꣯अ꣢क्तु। षुवा꣡꣯याऽ२३मा꣢ऽ३४त्॥ तु꣣वा꣢ऽ३४यु꣣जा꣢॥ वना꣡इमाऽ२३ता꣢ऽ३४३त्। ओ꣡ऽ२३४५इ॥ डा॥	तन्वः	गायत्री	इन्द्रः		तान्वे द्वे
2.2.2.128.2	2.1	मा꣥꣯ना꣤ऽ३आ꣢ऽ३इन्द्रा꣤꣯भिया꣥꣯दिशाः॥ सू꣢रो᳐आ꣣ऽ२३४क्तू꣥। षू꣢आ᳐या꣣ऽ२३४मा꣥त्॥ त्वा꣡꣯युजा꣯वनौ꣭ऽ३हो꣢॥ मतौऽ᳒२᳒। हु꣡वाइ। औ꣭ऽ३होऽ२३४५वाऽ६५६॥ ए꣢ऽ᳐३। य꣡यूऽ२३꣡४꣡५ः꣡॥	तन्वः	गायत्री	इन्द्रः		
2.2.2.129.0	2.1	ए꣡न्द्र꣢ सान꣣सि꣢ꣳ र꣣यि꣢ꣳ स꣣जि꣡त्वा꣢नꣳ सदा꣣स꣡ह꣢म्। व꣡र्षि꣢ष्ठमू꣣त꣡ये꣢ भर ॥	मधुच्छन्दा वैश्वामित्रः	गायत्री	इन्द्रः	आ꣢। इ꣣न्द्र। सानसि꣢म्। र꣣यि꣢म्। स꣣जि꣡त्वा꣢नम्। स꣣। जि꣡त्वा꣢꣯नम्। स꣣दास꣡ह꣢म्। स꣣दा। स꣡ह꣢꣯म्। व꣡र्षि꣢꣯ष्ठम्। ऊ꣣त꣡ये꣢। भ꣣र। । १२९।	
2.2.2.129.1	2.1	ए꣤꣯न्द्र꣥सा꣤॥ न꣢सिꣳ꣡रयिम्। सजित्वा꣯नꣳस꣢दा꣡꣯साऽ२३हा꣢म्॥ वा꣡ऽ२३र्षी꣢॥ ष्ठा꣡मू꣯त꣢याऽ३१उवाये꣢ऽ३॥ भाऽ२३४रा꣥॥	द्वयोरिन्द्रो, विश्वामित्रो वा	गायत्री	इन्द्रः		रोहितकूलीये द्वे
